id,country,iso3,gwno,year,geo_id,geolocation,level,adm1,adm2,adm3,location,historical,hist_country,disastertype,disasterno,latitude,longitude
02-420,Mali,MLI,432,2018,32503,Adjelhoc,3,Kidal,Tessalit,Adjelhoc, Aguelhok,0,NA,flood,2018-0441,19.10080506,0.740777521
02-461,Nepal,NEP,790,2018,32814,Sarlahi,3,Central,Janakpur,Sarlahi, Sarlahi,0,NA,flood,2018-0219,26.98588028,85.56745865
02-461,Nepal,NEP,790,2018,32819,Rolpa,3,Mid-Western,Rapti,Rolpa,Rolpa district,0,NA,flood,2018-0219,28.34399386,82.62999127
02-461,Nepal,NEP,790,2018,32821,Dang,3,Mid-Western,Rapti,Dang, Dang,0,NA,flood,2018-0219,27.96398038,82.41223144
02-461,Nepal,NEP,790,2018,32822,Sindhuli,3,Central,Janakpur,Sindhuli, Sindhuli districts,0,NA,flood,2018-0219,27.20110756,85.94659879
02-566,Rwanda,RWA,517,2018,33620,Nyakiriba,3,Iburengerazuba,Rubavu,Nyakiriba, Nyakiliba,0,NA,flood,2018-0104,-1.674038568,29.35419917
02-566,Rwanda,RWA,517,2018,33621,Nyundo,3,Iburengerazuba,Rubavu,Nyundo,Nyundo,0,NA,flood,2018-0104,-1.724484878,29.33731342
02-566,Rwanda,RWA,517,2018,33623,Rugerero,3,Iburengerazuba,Rubavu,Rugerero, Rugerero,0,NA,flood,2018-0104,-1.691782674,29.30083066
02-566,Rwanda,RWA,517,2018,33625,Kanama,3,Iburengerazuba,Rubavu,Kanama, Kanama ,0,NA,flood,2018-0104,-1.707310205,29.39391409
02-625,Tanzania,TAZ,510,2018,33930,Kigamboni,3,Dar Es Salaam,Temeke,Kigamboni, Temeke and Kigamboni Municipals,0,NA,flood,2018-0125,-6.82614508,39.3100547
02-140,China,CHN,710,2018,30854,Tianshui,2,Gansu,Tianshui,NA,Tianshui,0,NA,flood,2018-0252,34.65014895,105.7399518
02-140,China,CHN,710,2018,30855,Pingliang,2,Gansu,Pingliang,NA, Pingliang,0,NA,flood,2018-0252,35.30654585,106.6510984
02-140,China,CHN,710,2018,30856,Zhangye,2,Gansu,Zhangye,NA, Zhangye,0,NA,flood,2018-0252,38.91973388,99.89444781
02-143,China,CHN,710,2018,30873,Guangyuan,2,Sichuan,Guangyuan,NA, Guangyuan prefectures ,0,NA,flood,2018-0250,32.260871,105.7797711
02-143,China,CHN,710,2018,30875,Deyang,2,Sichuan,Deyang,NA,Deyang,0,NA,flood,2018-0250,31.1340846,104.4293611
02-143,China,CHN,710,2018,30876,Mianyang,2,Sichuan,Mianyang,NA, Mianyang,0,NA,flood,2018-0250,31.84850173,104.7025664
02-165,Croatia,CRO,344,2018,30963,Gospic,2,Licko-Senjska,Gospic,NA, Gopsic region,0,NA,flood,2018-0087,44.53890858,15.37247512
02-165,Croatia,CRO,344,2018,30964,Perusic,2,Licko-Senjska,Perusic,NA,Kosinj region,0,NA,flood,2018-0087,44.71858236,15.27507224
02-201,France,FRN,220,2018,31221,Herault,2,Occitanie,Herault,NA, HŽrault,0,NA,flood,2018-0375,43.57954599,3.368139294
02-201,France,FRN,220,2018,31222,Aude,2,Occitanie,Aude,NA, Aragon,0,NA,flood,2018-0375,43.1042611,2.405418903
Feb-29,Argentina,ARG,160,2018,31776,Lanus,2,Buenos Aires,Lanus,NA, Lanus ,0,NA,flood,2018-0439,-34.70990562,-58.39540736
Feb-29,Argentina,ARG,160,2018,31777,La Plata,2,Buenos Aires,La Plata,NA, La Plata,0,NA,flood,2018-0439,-35.0040484,-58.01879916
Feb-29,Argentina,ARG,160,2018,31778,Marcos Paz,2,Buenos Aires,Marcos Paz,NA, Marcos Paz,0,NA,flood,2018-0439,-34.81701183,-58.84950081
Feb-29,Argentina,ARG,160,2018,31779,La Matanza,2,Buenos Aires,La Matanza,NA, La Matanza,0,NA,flood,2018-0439,-34.77334327,-58.62584265
Feb-29,Argentina,ARG,160,2018,31780,Arrecifes,2,Buenos Aires,Arrecifes,NA, Arrecifes,0,NA,flood,2018-0439,-34.0121401,-60.06554191
Feb-29,Argentina,ARG,160,2018,31781,Lomas De Zamora,2,Buenos Aires,Lomas De Zamora,NA,Lomas de Zamora,0,NA,flood,2018-0439,-34.75867352,-58.42486248
Feb-29,Argentina,ARG,160,2018,31782,Lobos,2,Buenos Aires,Lobos,NA, Lobos,0,NA,flood,2018-0439,-35.22235018,-59.15231167
02-290,India,IND,750,2018,31784,Mangalore,3,Karnataka,Dakshina Kannada,Mangalore, Mangaluru,0,NA,flood,2018-0216,12.94637373,74.87996549
02-297,India,IND,750,2018,31807,Udalguri,2,Assam,Udalguri,NA, Udalguri,0,NA,flood,2018-0345,26.73321037,92.01966262
02-297,India,IND,750,2018,31808,Golaghat,2,Assam,Golaghat,NA, Golaghat,0,NA,flood,2018-0345,26.47876346,93.83687006
02-297,India,IND,750,2018,31809,Sivasagar,2,Assam,Sivasagar,NA, Sivassagar/Charaideo,0,NA,flood,2018-0345,27.01228832,94.81926657
02-297,India,IND,750,2018,31810,Dhemaji,2,Assam,Dhemaji,NA, Dhemaji,0,NA,flood,2018-0345,27.5903576,94.78022274
02-297,India,IND,750,2018,31811,Darrang,2,Assam,Darrang,NA, Darrang ,0,NA,flood,2018-0345,26.44938205,92.0344264
02-297,India,IND,750,2018,31813,Barpeta,2,Assam,Barpeta,NA, Barpeta,0,NA,flood,2018-0345,26.33773804,91.00368935
02-298,India,IND,750,2018,31814,Thrissur,2,Kerala,Thrissur,NA,Thrissur,0,NA,flood,2018-0295,10.46560913,76.31187393
02-298,India,IND,750,2018,31815,Chengannur,3,Kerala,Alappuzha,Chengannur, Chengannur ,0,NA,flood,2018-0295,9.285333948,76.58552026
02-324,Indonesia,INS,850,2018,31999,Mandailing Natal,2,Sumatera Utara,Mandailing Natal,NA,Muara Saladi village in Mandailing Natal Regency ,0,NA,flood,2018-0425,0.774439182,99.36941186
02-340,Iraq,IRQ,645,2018,32061,Al Shirkat,2,Sala Ad-Din,Al Shirkat,NA,Ach-Charqat district,0,NA,flood,2018-0427,35.43707904,43.12198982
02-382,Kenya,KEN,501,2018,32273,Rongai,2,Nakuru,Rongai,NA, Rongai region,0,NA,flood,2018-0148,-0.088339452,35.99404019
02-394,Laos,LAO,812,2018,32308,Sanamxay,2,Attapu,Sanamxay,NA, Hinlad,0,NA,flood,2018-0222,14.73830315,106.4137776
02-407,Malawi,MAW,553,2018,32367,TA Karonga,2,Salima,TA Karonga,NA, Kyungu,0,NA,flood,2018-0064,-13.73976438,34.35801008
02-417,Malaysia,MAL,820,2018,32460,Bera,2,Pahang,Bera,NA, Bera districts ,0,NA,flood,2018-0068,3.167070051,102.5573754
02-417,Malaysia,MAL,820,2018,32462,Pekan,2,Pahang,Pekan,NA, Pekan,0,NA,flood,2018-0068,3.333374995,103.1836917
02-417,Malaysia,MAL,820,2018,32463,Lipis,2,Pahang,Lipis,NA, Lipis,0,NA,flood,2018-0068,4.344816819,101.91593
02-417,Malaysia,MAL,820,2018,32465,Jerantut,2,Pahang,Jerantut,NA, Jerantut,0,NA,flood,2018-0068,4.257282824,102.5558307
02-417,Malaysia,MAL,820,2018,32467,Rompin,2,Pahang,Rompin,NA, Rompin,0,NA,flood,2018-0068,2.867754386,103.1129564
02-417,Malaysia,MAL,820,2018,32468,Kuantan,2,Pahang,Kuantan,NA,Kuantan,0,NA,flood,2018-0068,3.855544288,103.0912133
02-418,Malaysia,MAL,820,2018,32469,Serian,2,Sarawak,Serian,NA, Serian,0,NA,flood,2018-0063,1.078804159,110.585756
02-418,Malaysia,MAL,820,2018,32470,Limbang,2,Sarawak,Limbang,NA, Limbang,0,NA,flood,2018-0063,4.29770834,115.1258186
02-418,Malaysia,MAL,820,2018,32471,Samarahan,2,Sarawak,Samarahan,NA,Samarahan,0,NA,flood,2018-0063,1.449935689,110.499104
02-418,Malaysia,MAL,820,2018,32472,Mukah,2,Sarawak,Mukah,NA, Mukah,0,NA,flood,2018-0063,2.827111851,112.3685303
02-418,Malaysia,MAL,820,2018,32473,Sarikei,2,Sarawak,Sarikei,NA, Sarikei ,0,NA,flood,2018-0063,2.052908984,111.4572233
02-418,Malaysia,MAL,820,2018,32475,Bintulu,2,Sarawak,Bintulu,NA, Bintulu,0,NA,flood,2018-0063,3.161373989,113.4643825
02-420,Mali,MLI,432,2018,32492,Niafunke,2,Timbuktu,Niafunke,NA, NiafunkŽ ,0,NA,flood,2018-0441,15.86380327,-4.022515268
02-420,Mali,MLI,432,2018,32493,Kouri,3,Sikasso,Yorosso,Kouri, Koury,0,NA,flood,2018-0441,12.09906325,-4.938418021
02-420,Mali,MLI,432,2018,32494,Essouk,3,Kidal,Kidal,Essouk, Essouk ,0,NA,flood,2018-0441,18.89315743,1.218230558
02-420,Mali,MLI,432,2018,32495,Toubakoura,3,Koulikoro,Banamba,Toubakoura, Toubakoro,0,NA,flood,2018-0441,13.43188008,-7.324006538
02-420,Mali,MLI,432,2018,32496,Kita,2,Kayes,Kita,NA, Kita city ,0,NA,flood,2018-0441,13.23062469,-9.434045567
02-420,Mali,MLI,432,2018,32497,Dire,2,Timbuktu,Dire,NA, DirŽ,0,NA,flood,2018-0441,16.25418221,-3.325092108
02-420,Mali,MLI,432,2018,32500,Kolokani,2,Koulikoro,Kolokani,NA, Kolokani town,0,NA,flood,2018-0441,13.78148256,-8.160190661
02-420,Mali,MLI,432,2018,32501,Bourem,2,Gao,Bourem,NA, Bourem,0,NA,flood,2018-0441,17.74591965,-0.393153524
02-420,Mali,MLI,432,2018,32502,Ansongo,2,Gao,Ansongo,NA, Ansongo ,0,NA,flood,2018-0441,15.66524494,0.667664541
02-420,Mali,MLI,432,2018,32507,Koutiala,2,Sikasso,Koutiala,NA, Koutiala,0,NA,flood,2018-0441,12.38820277,-5.559946793
02-440,Mexico,MEX,70,2018,32623,Periban,2,Michoacan,Periban,NA, Periban,0,NA,flood,2018-0367,19.48469219,-102.4679431
02-441,Mongolia,MON,712,2018,32625,Zavkhan,2,Uvs,Zavkhan,NA, Zavkhan,0,NA,flood,2018-0249,48.82035653,93.23360035
02-441,Mongolia,MON,712,2018,32632,Bayanzurkh,2,Hovsgol,Bayanzurkh,NA, Bayanzurkh provinces,0,NA,flood,2018-0249,50.20147537,98.69457493
02-461,Nepal,NEP,790,2018,32815,Parsa,3,Central,Narayani,Parsa, Parsa,0,NA,flood,2018-0219,27.23949219,84.78236161
02-461,Nepal,NEP,790,2018,32818,Banke,3,Mid-Western,Bheri,Banke, Banke,0,NA,flood,2018-0219,28.08703209,81.82416506
02-461,Nepal,NEP,790,2018,32820,Kathmandu,3,Central,Bagmati,Kathmandu, Kathmandu,0,NA,flood,2018-0219,27.72793597,85.34962108
02-481,Nigeria,NIG,475,2018,33008,Jibia,2,Katsina,Jibia,NA,Jibia district,0,NA,flood,2018-0238,12.98556733,7.29638933
Feb-50,Bangladesh,BNG,771,2018,33082,Cox'S Bazar,2,Chittagong,Cox'S Bazar,NA,CoxÕs Bazar,0,NA,flood,2018-0203,21.47787733,92.06919973
Feb-50,Bangladesh,BNG,771,2018,33083,Rangamati,2,Chittagong,Rangamati,NA,Rangamati,0,NA,flood,2018-0203,22.82958232,92.27935178
02-561,Russia,RUS,365,2018,33593,Tuapse,2,Krasnodar,Tuapse,NA,Tuapse district ,0,NA,flood,2018-0407,44.12500426,39.05358501
02-562,Russia,RUS,365,2018,33596,Kletskiy Rayon,2,Volgograd,Kletskiy Rayon,NA, Kletsky,0,NA,flood,2018-0113,49.18756139,42.97170096
02-562,Russia,RUS,365,2018,33597,Elanskiy Rayon,2,Volgograd,Elanskiy Rayon,NA, Elansky,0,NA,flood,2018-0113,50.8784315,43.87467965
02-562,Russia,RUS,365,2018,33599,Uryupinsk,2,Volgograd,Uryupinsk,NA, Uryupinsky ,0,NA,flood,2018-0113,50.78096378,41.99310707
02-562,Russia,RUS,365,2018,33600,Ilovlinskiy Rayon,2,Volgograd,Ilovlinskiy Rayon,NA, Ilovlinsky,0,NA,flood,2018-0113,49.33569015,44.00065342
02-562,Russia,RUS,365,2018,33602,Frolovskiy Rayon,2,Volgograd,Frolovskiy Rayon,NA, Frolovsky,0,NA,flood,2018-0113,49.84226459,43.83135527
02-562,Russia,RUS,365,2018,33604,Kikvidzenskiy Rayon,2,Volgograd,Kikvidzenskiy Rayon,NA, Kikvidzensky,0,NA,flood,2018-0113,50.77120727,43.27296282
02-567,Rwanda,RWA,517,2018,33627,Gasabo,2,Umujyi Wa Kigali,Gasabo,NA,Gasabo district ,0,NA,flood,2018-0135,-1.891447464,30.14221239
02-567,Rwanda,RWA,517,2018,33629,Kigali,3,Umujyi Wa Kigali,Nyarugenge,Kigali,Kigali,0,NA,flood,2018-0135,-1.979170862,30.01896037
02-567,Rwanda,RWA,517,2018,33630,Gatsibo,2,Iburasirazuba,Gatsibo,NA, Gatsibo ,0,NA,flood,2018-0135,-1.61907309,30.4453977
02-597,Spain,SPN,230,2018,33744,Malaga,2,Andalucia,Malaga,NA, Malaga,0,NA,flood,2018-0361,36.81397592,-4.725769506
02-597,Spain,SPN,230,2018,33746,Tarragona,2,Cataluna,Tarragona,NA, Tarragona,0,NA,flood,2018-0361,41.08759799,0.817982275
02-625,Tanzania,TAZ,510,2018,33900,Longido,2,Arusha,Longido,NA, Longido,0,NA,flood,2018-0125,-2.72406175,36.49691544
02-625,Tanzania,TAZ,510,2018,33901,Kaliua,2,Tabora,Kaliua,NA,Nzega and Kaliua districts,0,NA,flood,2018-0125,-4.95608582,31.73316972
02-625,Tanzania,TAZ,510,2018,33902,Mafia,2,Pwani,Mafia,NA,Mafia and Rufiji districts,0,NA,flood,2018-0125,-7.865335386,39.77229936
02-625,Tanzania,TAZ,510,2018,33903,Meru,2,Arusha,Meru,NA, Meru,0,NA,flood,2018-0125,-3.337422291,36.90190899
02-625,Tanzania,TAZ,510,2018,33905,Kinondoni,2,Dar Es Salaam,Kinondoni,NA,Kinondoni,0,NA,flood,2018-0125,-6.730284449,39.14305444
02-625,Tanzania,TAZ,510,2018,33906,Babati,2,Manyara,Babati,NA, Babati districts,0,NA,flood,2018-0125,-4.102458057,35.8590466
02-625,Tanzania,TAZ,510,2018,33907,Lushoto,2,Tanga,Lushoto,NA, Lushoto districts,0,NA,flood,2018-0125,-4.552150839,38.44138066
02-625,Tanzania,TAZ,510,2018,33909,Nzega,2,Tabora,Nzega,NA,Nzega and Kaliua districts,0,NA,flood,2018-0125,-4.390098992,33.01316776
02-625,Tanzania,TAZ,510,2018,33910,Same,2,Kilimanjaro,Same,NA,Same,0,NA,flood,2018-0125,-4.219044873,37.89872824
02-625,Tanzania,TAZ,510,2018,33912,Mwanga,2,Kilimanjaro,Mwanga,NA, Mwanga districts,0,NA,flood,2018-0125,-3.73507044,37.64252879
02-625,Tanzania,TAZ,510,2018,33917,Monduli,2,Arusha,Monduli,NA, Monduli districts,0,NA,flood,2018-0125,-3.406469755,36.22703936
02-625,Tanzania,TAZ,510,2018,33918,Kiteto,2,Manyara,Kiteto,NA, Kiteto,0,NA,flood,2018-0125,-5.228743013,36.76239756
02-625,Tanzania,TAZ,510,2018,33920,Rufiji,2,Pwani,Rufiji,NA,Mafia and Rufiji districts,0,NA,flood,2018-0125,-7.942795128,38.67164108
02-625,Tanzania,TAZ,510,2018,33923,Ilala,2,Dar Es Salaam,Ilala,NA, Ilala,0,NA,flood,2018-0125,-6.934883793,39.15014405
02-625,Tanzania,TAZ,510,2018,33924,Simanjiro,2,Manyara,Simanjiro,NA,Simanjiro,0,NA,flood,2018-0125,-4.31849354,37.09188722
02-625,Tanzania,TAZ,510,2018,33928,Handeni,2,Tanga,Handeni,NA,Handeni,0,NA,flood,2018-0125,-5.567306476,38.30099092
02-625,Tanzania,TAZ,510,2018,33933,Hai,2,Kilimanjaro,Hai,NA, Hai,0,NA,flood,2018-0125,-3.29164258,37.20136851
Feb-71,Cambodia,CAM,811,2018,34677,Siem Pang,2,Stang Treng,Siem Pang,NA,Siem Pang District,0,NA,flood,2018-0222,14.1739352,106.4240486
Feb-71,Cambodia,CAM,811,2018,34680,Sesan,2,Stang Treng,Sesan,NA,Sesan,0,NA,flood,2018-0222,13.60540756,106.358024
Feb-71,Cambodia,CAM,811,2018,34683,Thala Barivat,2,Stang Treng,Thala Barivat,NA, Thalaborivat,0,NA,flood,2018-0222,13.67242083,105.788174
07-133,Indonesia,INS,850,2018,44982,Bogor,2,Jawa Barat,Bogor,NA,Bogor ,0,NA,flood,2018-0472,-6.559979443,106.7675307
07-155,Kazakhstan,KZK,705,2018,44984,Zaysanskiy,2,East Kazakhstan,Zaysanskiy,NA, Zaisan,0,NA,flood,2018-0167,47.4100096,84.96044372
07-155,Kazakhstan,KZK,705,2018,44985,Glubokovskiy,2,East Kazakhstan,Glubokovskiy,NA, Glubokoye,0,NA,flood,2018-0167,50.44737428,83.00843716
07-155,Kazakhstan,KZK,705,2018,44986,Kurchumskiy,2,East Kazakhstan,Kurchumskiy,NA, Kurshim,0,NA,flood,2018-0167,48.47285611,84.85469297
07-155,Kazakhstan,KZK,705,2018,44987,Urdzharskiy,2,East Kazakhstan,Urdzharskiy,NA, Urzhar,0,NA,flood,2018-0167,46.8411697,81.55846176
07-155,Kazakhstan,KZK,705,2018,44988,Ayagozskiy,2,East Kazakhstan,Ayagozskiy,NA,Ayagoz,0,NA,flood,2018-0167,47.84481236,79.08203575
07-261,Tajikistan,TAJ,702,2018,45072,Farkhor,2,Khatlon,Farkhor,NA,Farkhor,0,NA,flood,2018-0207,37.52683402,69.30303527
07-261,Tajikistan,TAJ,702,2018,45073,Panj,2,Khatlon,Panj,NA, Panj districts ,0,NA,flood,2018-0207,37.29290051,69.16030456
07-284,United States,USA,2,2018,45095,Jim Wells,2,Texas,Jim Wells,NA, Jim Wells,0,NA,flood,2018-0419,27.73202214,-98.09020678
07-284,United States,USA,2,2018,45096,Burnet,2,Texas,Burnet,NA, Burnet,0,NA,flood,2018-0419,30.78810609,-98.18328414
07-284,United States,USA,2,2018,45097,Hood,2,Texas,Hood,NA, Hood,0,NA,flood,2018-0419,32.4287595,-97.83129152
07-284,United States,USA,2,2018,45100,Kerr,2,Texas,Kerr,NA, Kerr,0,NA,flood,2018-0419,30.0621566,-99.35124529
07-284,United States,USA,2,2018,45102,Williamson,2,Texas,Williamson,NA, and Williamson counties,0,NA,flood,2018-0419,30.64868482,-97.60343345
07-284,United States,USA,2,2018,45103,Live Oak,2,Texas,Live Oak,NA, Live Oak,0,NA,flood,2018-0419,28.35307907,-98.12613268
07-284,United States,USA,2,2018,45104,Llano,2,Texas,Llano,NA, Llano,0,NA,flood,2018-0419,30.70590716,-98.68435594
07-284,United States,USA,2,2018,45105,Mason,2,Texas,Mason,NA, Mason,0,NA,flood,2018-0419,30.71776837,-99.22664801
07-284,United States,USA,2,2018,45106,Bastrop,2,Texas,Bastrop,NA,Bastrop,0,NA,flood,2018-0419,30.10119025,-97.31240324
07-284,United States,USA,2,2018,45109,Real,2,Texas,Real,NA, Real,0,NA,flood,2018-0419,29.83278797,-99.82242705
07-284,United States,USA,2,2018,45110,San Patricio,2,Texas,San Patricio,NA, San Patricio,0,NA,flood,2018-0419,28.00809209,-97.51836032
07-284,United States,USA,2,2018,45111,Travis,2,Texas,Travis,NA, Travis,0,NA,flood,2018-0419,30.33334361,-97.78033859
07-284,United States,USA,2,2018,45112,Nueces,2,Texas,Nueces,NA, Nueces,0,NA,flood,2018-0419,27.7267458,-97.62137111
07-284,United States,USA,2,2018,45115,Mason,2,Illinois,Mason,NA, Mason,0,NA,flood,2018-0419,40.23990508,-89.91673778
07-284,United States,USA,2,2018,45116,Williamson,2,Illinois,Williamson,NA, and Williamson counties,0,NA,flood,2018-0419,37.73135335,-88.93005771
07-284,United States,USA,2,2018,45117,McMullen,2,Texas,McMullen,NA, McMullen,0,NA,flood,2018-0419,28.35144951,-98.56940926
07-284,United States,USA,2,2018,45118,La Salle,2,Illinois,La Salle,NA, La Salle,0,NA,flood,2018-0419,41.34494963,-88.88710991
07-284,United States,USA,2,2018,45120,La Salle,2,Texas,La Salle,NA, La Salle,0,NA,flood,2018-0419,28.34377306,-99.09886732
10-Feb,Afghanistan,AFG,700,2018,30583,Kunar,1,Kunar,NA,NA,Ghazi-Abad district ,0,NA,flood,2018-0350,34.96438283,71.11573113
13-Feb,Albania,ALB,339,2018,30793,Shkoder,1,Shkoder,NA,NA,Shkodra region,0,NA,flood,2018-0082,42.17678875,19.71942435
13-Feb,Albania,ALB,339,2018,30794,Fushe Kruje,3,Durres,Krujes,Fushe Kruje, Fushe-Kruje ,0,NA,flood,2018-0082,41.47331194,19.73120214
02-138,China,CHN,710,2018,30840,Guizhou,1,Guizhou,NA,NA, Guizhou,0,NA,flood,2018-0210,26.8151819,106.8740991
02-138,China,CHN,710,2018,30841,Hebei,1,Hebei,NA,NA, Hebei,0,NA,flood,2018-0210,39.54574155,116.1300572
02-138,China,CHN,710,2018,30842,Gansu,1,Gansu,NA,NA, Gansu,0,NA,flood,2018-0210,37.82078887,100.9338739
02-138,China,CHN,710,2018,30843,Sichuan,1,Sichuan,NA,NA, Sichuan,0,NA,flood,2018-0210,30.61575411,102.7099641
02-138,China,CHN,710,2018,30844,Jiangsu,1,Jiangsu,NA,NA, Jiangsu,0,NA,flood,2018-0210,32.97338839,119.4557011
02-138,China,CHN,710,2018,30845,Chongqing,1,Chongqing,NA,NA, Chongqing,0,NA,flood,2018-0210,30.05864874,107.8748401
02-138,China,CHN,710,2018,30846,Shaanxi,1,Shaanxi,NA,NA, Shaanxi,0,NA,flood,2018-0210,35.19516887,108.8705819
02-138,China,CHN,710,2018,30847,Jiangxi,1,Jiangxi,NA,NA,Jiangxi,0,NA,flood,2018-0210,27.61366261,115.7208219
02-138,China,CHN,710,2018,30848,Henan,1,Henan,NA,NA, Henan,0,NA,flood,2018-0210,33.88259152,113.613553
02-138,China,CHN,710,2018,30849,Hubei,1,Hubei,NA,NA, Hubei,0,NA,flood,2018-0210,30.97599381,112.2690854
02-138,China,CHN,710,2018,30850,Shandong,1,Shandong,NA,NA, Shandong,0,NA,flood,2018-0210,36.35199896,118.1509191
02-138,China,CHN,710,2018,30851,Shanxi,1,Shanxi,NA,NA, Shanxi,0,NA,flood,2018-0210,37.57589687,112.2919732
02-142,China,CHN,710,2018,30863,Chongqing,1,Chongqing,NA,NA, Chongqing,0,NA,flood,2018-0198,30.05864874,107.8748401
02-142,China,CHN,710,2018,30864,Gansu,1,Gansu,NA,NA, Gansu,0,NA,flood,2018-0198,37.82078887,100.9338739
02-142,China,CHN,710,2018,30865,Fujian,1,Fujian,NA,NA, Fujian,0,NA,flood,2018-0198,26.08105732,117.9899438
02-142,China,CHN,710,2018,30866,Sichuan,1,Sichuan,NA,NA,Sichuan,0,NA,flood,2018-0198,30.61575411,102.7099641
02-142,China,CHN,710,2018,30867,Henan,1,Henan,NA,NA, Henan,0,NA,flood,2018-0198,33.88259152,113.613553
02-142,China,CHN,710,2018,30868,Hubei,1,Hubei,NA,NA, Hubei,0,NA,flood,2018-0198,30.97599381,112.2690854
02-142,China,CHN,710,2018,30869,Guizhou,1,Guizhou,NA,NA, Guizhou,0,NA,flood,2018-0198,26.8151819,106.8740991
02-142,China,CHN,710,2018,30870,Shaanxi,1,Shaanxi,NA,NA, Shaanxi,0,NA,flood,2018-0198,35.19516887,108.8705819
02-142,China,CHN,710,2018,30871,Anhui,1,Anhui,NA,NA, Anhui,0,NA,flood,2018-0198,31.82578581,117.2262303
02-142,China,CHN,710,2018,30872,Jiangsu,1,Jiangsu,NA,NA, Jiangsu,0,NA,flood,2018-0198,32.97338839,119.4557011
02-155,Colombia,COL,100,2018,30918,Antioquia,1,Antioquia,NA,NA, Antioquia,0,NA,flood,2018-0131,6.910416654,-75.59169707
02-155,Colombia,COL,100,2018,30919,Santander,1,Santander,NA,NA, Santander,0,NA,flood,2018-0131,6.675394056,-73.51501539
02-155,Colombia,COL,100,2018,30920,Narino,1,Narino,NA,NA, Narino,0,NA,flood,2018-0131,1.563412287,-77.86731351
02-155,Colombia,COL,100,2018,30921,Tolima,1,Tolima,NA,NA, Tolima,0,NA,flood,2018-0131,4.044151881,-75.26617093
02-155,Colombia,COL,100,2018,30922,Boyaca,1,Boyaca,NA,NA, Boyaca,0,NA,flood,2018-0131,5.759532067,-73.12176349
02-155,Colombia,COL,100,2018,30923,Cundinamarca,1,Cundinamarca,NA,NA, Cundinamarca,0,NA,flood,2018-0131,4.764670345,-74.12572228
02-155,Colombia,COL,100,2018,30924,Choco,1,Choco,NA,NA, Choco,0,NA,flood,2018-0131,5.98735733,-76.97111851
02-155,Colombia,COL,100,2018,30925,Valle Del Cauca,1,Valle Del Cauca,NA,NA, Valle del Cauca,0,NA,flood,2018-0131,3.868855494,-76.53174509
02-155,Colombia,COL,100,2018,30926,Norte De Santander,1,Norte De Santander,NA,NA,Norte de Santander,0,NA,flood,2018-0131,8.077473169,-72.88932802
02-156,Colombia,COL,100,2018,30927,La Guajira,1,La Guajira,NA,NA,La Guajira,0,NA,flood,2018-0396,11.45658717,-72.45516693
02-156,Colombia,COL,100,2018,30928,Caldas,1,Caldas,NA,NA, Galdas departments,0,NA,flood,2018-0396,5.33202804,-75.33899896
02-160,Democratic Republic Of The Congo,ZAI,490,2018,30941,Masisi,2,Nord-Kivu,Masisi,NA, Selembao,0,NA,flood,2018-0005,-1.412263742,28.84697987
02-160,Democratic Republic Of The Congo,ZAI,490,2018,30942,Kinshasa,1,Kinshasa,NA,NA, Kimbaseke Ndjili communes ,0,NA,flood,2018-0005,-4.436710157,15.9042405
02-163,Costa Rica,COS,94,2018,30957,Puntarenas,1,Puntarenas,NA,NA,Puntarenas province,0,NA,flood,2018-0374,9.154026607,-83.72393204
02-173,Cote D'Ivoire,IVO,437,2018,31034,Abidjan,1,Abidjan,NA,NA, AdjamŽ AttŽcoubŽ,0,NA,flood,2018-0185,5.420295397,-4.06497607
02-188,El Salvador,SAL,92,2018,31149,La Union,1,La Union,NA,NA, San Felipe,0,NA,flood,2018-0374,13.52314036,-87.88939811
02-188,El Salvador,SAL,92,2018,31150,San Miguel,1,San Miguel,NA,NA, La Canoa,0,NA,flood,2018-0374,13.53607609,-88.25469007
02-188,El Salvador,SAL,92,2018,31151,La Libertad,1,La Libertad,NA,NA, San Rafael Abajo ,0,NA,flood,2018-0374,13.7042149,-89.36265532
02-188,El Salvador,SAL,92,2018,31152,Usulutan,1,Usulutan,NA,NA, Capit‡n Lazo,0,NA,flood,2018-0374,13.38213827,-88.49040233
02-188,El Salvador,SAL,92,2018,31153,Sonsonate,1,Sonsonate,NA,NA, Metal’o canton ,0,NA,flood,2018-0374,13.69417285,-89.68425638
19-Feb,Angola,ANG,540,2018,31158,Cuando Cubango,1,Cuando Cubango,NA,NA, Cuando Cubango,0,NA,flood,2018-0104,-16.11853758,19.51642257
19-Feb,Angola,ANG,540,2018,31159,Luanda,1,Luanda,NA,NA,Luanda,0,NA,flood,2018-0104,-8.979736465,13.31045103
19-Feb,Angola,ANG,540,2018,31160,Cuanza Norte,1,Cuanza Norte,NA,NA, Cuanza Norte,0,NA,flood,2018-0104,-8.898622273,14.94596064
02-199,France,FRN,220,2018,31202,Ile-de-France,1,Ile-de-France,NA,NA,Ile-de France,0,NA,flood,2018-0037,48.70922907,2.503472807
02-204,Georgia,GRG,372,2018,31226,Racha-Lechkhumi-Kvemo Svaneti,1,Racha-Lechkhumi-Kvemo Svaneti,NA,NA,Nenskra valley villages,0,NA,flood,2018-0244,42.64531472,43.15852374
02-226,Guatemala,GUA,90,2018,31331,Jutiapa,1,Jutiapa,NA,NA,Jutiapa department,0,NA,flood,2018-0374,14.21148354,-89.89224635
