id,country,iso3,gwno,year,geo_id,geolocation,level,adm1,adm2,adm3,location,historical,hist_country,disastertype,disasterno,latitude,longitude
07-175,Malawi,MAW,553,2018,44992,Nkhotakota,1,Nkhotakota,NA,NA, Salima and Nkhotakota districts,0,NA,flood,2018-0164,-12.81112092,34.20769039
07-175,Malawi,MAW,553,2018,44993,Salima,1,Salima,NA,NA, Chankholombe ,0,NA,flood,2018-0164,-13.70568487,34.43061936
07-195,Myanmar,MYA,775,2018,45034,Bago,1,Bago,NA,NA,Bago region,0,NA,flood,2018-0314,18.29818064,96.13084416
07-200,New Zealand,NEW,920,2018,45035,Hawke's Bay,1,Hawke's Bay,NA,NA, Hawk's Bay region,0,NA,flood,2018-0485,-39.41108346,176.7957213
07-200,New Zealand,NEW,920,2018,45036,Gisborne,1,Gisborne,NA,NA,Gisborne,0,NA,flood,2018-0485,-38.28152962,177.920861
07-231,Puerto Rico,NA,999,2018,45041,Las Piedras,1,Las Piedras,NA,NA, Las Piedras,0,NA,flood,2018-0218,18.18752738,-65.86946848
07-231,Puerto Rico,NA,999,2018,45042,San Juan,1,San Juan,NA,NA,San Juan,0,NA,flood,2018-0218,18.38693307,-66.06112778
07-233,Qatar,QAT,694,2018,45043,Ad Dawhah,1,Ad Dawhah,NA,NA,Doha,0,NA,flood,2018-0390,25.30828307,51.50553341
07-235,Romania,RUM,360,2018,45044,Bacau,1,Bacau,NA,NA,Bacau,0,NA,flood,2018-0165,46.42170953,26.77351895
07-235,Romania,RUM,360,2018,45045,Covasna,1,Covasna,NA,NA, Covasna,0,NA,flood,2018-0165,45.93809343,25.99076714
07-235,Romania,RUM,360,2018,45046,Vaslui,1,Vaslui,NA,NA, Vaslui districts,0,NA,flood,2018-0165,46.5268694,27.76939549
07-235,Romania,RUM,360,2018,45047,Harghita,1,Harghita,NA,NA, Harghita,0,NA,flood,2018-0165,46.5499975,25.55847472
07-235,Romania,RUM,360,2018,45048,Mures,1,Mures,NA,NA, Mures,0,NA,flood,2018-0165,46.60950283,24.69713343
07-235,Romania,RUM,360,2018,45049,Brasov,1,Brasov,NA,NA, Brasov,0,NA,flood,2018-0165,45.76522835,25.30218793
07-235,Romania,RUM,360,2018,45050,Teleorman,1,Teleorman,NA,NA, Teleorman,0,NA,flood,2018-0165,44.02782167,25.19789946
07-247,Somalia,SOM,520,2018,45055,Banaadir,1,Banaadir,NA,NA, Banadir region,0,NA,flood,2018-0133,2.109124818,45.42425128
07-247,Somalia,SOM,520,2018,45056,Bakool,1,Bakool,NA,NA, Bakool,0,NA,flood,2018-0133,4.203733604,43.9474885
07-247,Somalia,SOM,520,2018,45057,Gedo,1,Gedo,NA,NA, Horseed,0,NA,flood,2018-0133,2.887436022,41.97514555
07-247,Somalia,SOM,520,2018,45058,Bay,1,Bay,NA,NA, Bay,0,NA,flood,2018-0133,2.653014199,43.56644195
07-247,Somalia,SOM,520,2018,45059,Shabeellaha Dhexe,1,Shabeellaha Dhexe,NA,NA, Hirshabelle,0,NA,flood,2018-0133,3.021458439,46.01033962
07-247,Somalia,SOM,520,2018,45060,Hiiraan,1,Hiiraan,NA,NA, Hiraan,0,NA,flood,2018-0133,4.210158701,45.47562752
07-247,Somalia,SOM,520,2018,45061,Jubbada Dhexe,1,Jubbada Dhexe,NA,NA, Jubaland,0,NA,flood,2018-0133,1.225192724,42.53793295
07-247,Somalia,SOM,520,2018,45062,Galguduud,1,Galguduud,NA,NA, Galmudug states,0,NA,flood,2018-0133,5.124412009,46.78310013
07-247,Somalia,SOM,520,2018,45063,Jubbada Hoose,1,Jubbada Hoose,NA,NA, Jubaland,0,NA,flood,2018-0133,0.092135349,41.80258079
07-254,Sri Lanka,SRI,780,2018,45064,Vavuniya,1,Vavuniya,NA,NA, Vavuniya,0,NA,flood,2018-0467,8.858132516,80.48171595
07-254,Sri Lanka,SRI,780,2018,45065,Jaffna,1,Jaffna,NA,NA, Jaffna districts,0,NA,flood,2018-0467,9.693459281,80.10084037
07-254,Sri Lanka,SRI,780,2018,45066,Kilinochchi,1,Kilinochchi,NA,NA,Kilinochchi,0,NA,flood,2018-0467,9.420429639,80.30523441
07-254,Sri Lanka,SRI,780,2018,45067,Mullaitivu,1,Mullaitivu,NA,NA,Mullaithvu,0,NA,flood,2018-0467,9.175614812,80.54142319
07-254,Sri Lanka,SRI,780,2018,45068,Mannar,1,Mannar,NA,NA, Mannar,0,NA,flood,2018-0467,8.878443893,80.08930653
07-255,Sudan,SDN,625,2018,45069,Blue Nile,1,Blue Nile,NA,NA,Blue Nile State,0,NA,flood,2018-0221,11.26847373,34.12537867
07-255,Sudan,SDN,625,2018,45070,West Darfur,1,West Darfur,NA,NA,Westenr Darfur,0,NA,flood,2018-0221,13.51149217,22.6285422
07-255,Sudan,SDN,625,2018,45071,Zalingei,3,Central Darfur,Zallingi,Zalingei,Zalingei ,0,NA,flood,2018-0221,12.888133,23.38914515
07-266,Tunisia,TUN,616,2018,45075,Grombalia,2,Nabeul,Grombalia,NA, Grombalia,0,NA,flood,2018-0388,36.60033468,10.43379808
07-266,Tunisia,TUN,616,2018,45076,Kasserine,1,Kasserine,NA,NA, Kasserine,0,NA,flood,2018-0388,35.23432521,8.750650074
07-266,Tunisia,TUN,616,2018,45077,Le Kef,1,Le Kef,NA,NA, Kef,0,NA,flood,2018-0388,36.04660564,8.676926877
07-266,Tunisia,TUN,616,2018,45078,Sidi Bou Zid,1,Sidi Bou Zid,NA,NA, Sidi Bouzid,0,NA,flood,2018-0388,34.88226952,9.53398517
07-266,Tunisia,TUN,616,2018,45079,Zaghouan,1,Zaghouan,NA,NA, Zaghouan,0,NA,flood,2018-0388,36.34307994,9.996719622
07-277,United States,USA,2,2018,45080,Kauai,2,Hawaii,Kauai,NA,Kauai Isl. ,0,NA,flood,2018-0130,22.03949734,-159.6025667
07-281,United States,USA,2,2018,45085,Iowa,1,Iowa,NA,NA, Iowa,0,NA,flood,2018-0331,42.07607869,-93.5001804
07-281,United States,USA,2,2018,45086,Kentucky,1,Kentucky,NA,NA, Kentucky,0,NA,flood,2018-0331,37.52685168,-85.2891026
07-281,United States,USA,2,2018,45087,Indiana,1,Indiana,NA,NA, Indiana,0,NA,flood,2018-0331,39.91942126,-86.28188618
07-281,United States,USA,2,2018,45088,Arkansas,1,Arkansas,NA,NA, Arkansas,0,NA,flood,2018-0331,34.89916261,-92.43950903
07-281,United States,USA,2,2018,45089,Ohio,1,Ohio,NA,NA, Ohio,0,NA,flood,2018-0331,40.47703457,-82.62697514
07-281,United States,USA,2,2018,45090,Pennsylvania,1,Pennsylvania,NA,NA, Pennsylvania,0,NA,flood,2018-0331,40.87410625,-77.79915614
07-281,United States,USA,2,2018,45091,Minnesota,1,Minnesota,NA,NA, Minnesota,0,NA,flood,2018-0331,46.35298765,-94.19575503
07-281,United States,USA,2,2018,45092,Wisconsin,1,Wisconsin,NA,NA,Wisconsin,0,NA,flood,2018-0331,44.64078545,-89.73591002
07-281,United States,USA,2,2018,45093,Missouri,1,Missouri,NA,NA, Missouri,0,NA,flood,2018-0331,38.36749387,-92.47777355
07-281,United States,USA,2,2018,45094,Illinois,1,Illinois,NA,NA, Illinois,0,NA,flood,2018-0331,40.1249162,-89.14846358
07-284,United States,USA,2,2018,45098,Mason,2,West Virginia,Mason,NA, Mason,0,NA,flood,2018-0419,38.76964285,-82.0255768
07-284,United States,USA,2,2018,45099,La Salle,2,Louisiana,La Salle,NA, La Salle,0,NA,flood,2018-0419,31.67660616,-92.16040323
07-284,United States,USA,2,2018,45101,Mason,2,Washington,Mason,NA, Mason,0,NA,flood,2018-0419,47.35117852,-123.1974133
07-284,United States,USA,2,2018,45107,Mason,2,Michigan,Mason,NA, Mason,0,NA,flood,2018-0419,43.99487271,-86.24951361
07-284,United States,USA,2,2018,45113,Williamson,2,Tennessee,Williamson,NA, and Williamson counties,0,NA,flood,2018-0419,35.89420115,-86.89943012
07-284,United States,USA,2,2018,45114,Colorado,1,Colorado,NA,NA, Colorado,0,NA,flood,2018-0419,38.99904782,-105.5478046
07-284,United States,USA,2,2018,45119,Mason,2,Kentucky,Mason,NA, Mason,0,NA,flood,2018-0419,38.59497245,-83.82455862
07-295,Vietnam,VIE,816,2018,45129,Thanh Hoa,1,Thanh Hoa,NA,NA,Thanh Hoa,0,NA,flood,2018-0448,20.04537688,105.3196878
07-295,Vietnam,VIE,816,2018,45130,Binh Dinh,1,Binh Dinh,NA,NA,  Binh Dinh,0,NA,flood,2018-0448,14.12125642,108.9513068
07-295,Vietnam,VIE,816,2018,45131,Da Nang,1,Da Nang,NA,NA, Da Nang,0,NA,flood,2018-0448,16.06845159,108.0617235
07-295,Vietnam,VIE,816,2018,45132,Quang Nam,1,Quang Nam,NA,NA, Quang Nam,0,NA,flood,2018-0448,15.58976801,107.9599579
07-295,Vietnam,VIE,816,2018,45133,Quang Ngai,1,Quang Ngai,NA,NA, Quang Ngai,0,NA,flood,2018-0448,14.99156671,108.6503565
07-295,Vietnam,VIE,816,2018,45134,Quang Tri,1,Quang Tri,NA,NA, Quang Tri,0,NA,flood,2018-0448,16.74589623,106.930243
07-295,Vietnam,VIE,816,2018,45135,Nghe An,1,Nghe An,NA,NA, Nghe An,0,NA,flood,2018-0448,19.23620572,104.9462825
Jul-34,Burundi,BUI,516,2018,45136,Vugizo,2,Makamba,Vugizo,NA, Vugizo ,0,NA,flood,2018-0479,-4.153845974,29.67849501
Jul-34,Burundi,BUI,516,2018,45137,Gatumba,3,Bujumbura Rural,Mutimbuzi,Gatumba,Gatumba,0,NA,flood,2018-0479,-3.312979306,29.24205381
Jul-36,Canada,CAN,20,2018,45138,British Columbia,1,British Columbia,NA,NA,British Columbia,0,NA,flood,2018-0160,54.75318012,-124.768565
Jul-43,China,CHN,710,2018,45145,Guangxi,1,Guangxi,NA,NA,Guangxi Zhuang Autonomous,0,NA,flood,2018-0159,23.82701469,108.7865663
Jul-45,China,CHN,710,2018,45146,Guangdong,1,Guangdong,NA,NA, Guangdong,0,NA,flood,2018-0211,23.33519983,113.4152731
Jul-45,China,CHN,710,2018,45147,Guangxi,1,Guangxi,NA,NA, Guangxi,0,NA,flood,2018-0211,23.82701469,108.7865663
Jul-45,China,CHN,710,2018,45148,Fujian,1,Fujian,NA,NA,Fujian,0,NA,flood,2018-0211,26.08105732,117.9899438
Jul-71,Dominican Republic,DOM,42,2018,45171,San Cristobal,1,San Cristobal,NA,NA,San CristÛbal Province,0,NA,flood,2018-0218,18.52443385,-70.20079562
Jul-71,Dominican Republic,DOM,42,2018,45172,Distrito Nacional,1,Distrito Nacional,NA,NA, Distrito Nacional,0,NA,flood,2018-0218,18.4860734,-69.93454938
Jul-71,Dominican Republic,DOM,42,2018,45173,Santo Domingo,1,Santo Domingo,NA,NA, Santo Domingo Province,0,NA,flood,2018-0218,18.56524027,-69.84153434
08-Jul,Algeria,ALG,615,2018,45176,El Bayadh,1,El Bayadh,NA,NA, El-Bayadh,0,NA,flood,2018-0162,32.56540104,0.91158853
08-Jul,Algeria,ALG,615,2018,45177,Tiaret,1,Tiaret,NA,NA,Tiaret,0,NA,flood,2018-0162,34.96510885,1.530423933
Jul-93,Guatemala,GUA,90,2018,45186,Guatemala,1,Guatemala,NA,NA, Guatemala department,0,NA,flood,2018-0157,14.62976735,-90.48779733
Jul-93,Guatemala,GUA,90,2018,45187,El Progreso,1,El Progreso,NA,NA, El Progresso,0,NA,flood,2018-0157,14.89484082,-90.08054763
Jul-93,Guatemala,GUA,90,2018,45188,Solola,1,Solola,NA,NA, Solola,0,NA,flood,2018-0157,14.71662228,-91.25894678
Jul-93,Guatemala,GUA,90,2018,45189,Chiquimula,1,Chiquimula,NA,NA,Chiquimula,0,NA,flood,2018-0157,14.6901145,-89.41827525
Jul-93,Guatemala,GUA,90,2018,45190,Quetzaltenango,2,Quezaltenango,Quetzaltenango,NA, Quetzaltenango,0,NA,flood,2018-0157,14.80836908,-91.53349166
Jul-93,Guatemala,GUA,90,2018,45191,Peten,1,Peten,NA,NA, Peten,0,NA,flood,2018-0157,16.97356741,-90.01503002
Jul-93,Guatemala,GUA,90,2018,45192,Sacatepequez,1,Sacatepequez,NA,NA, Sacatepequez,0,NA,flood,2018-0157,14.55277043,-90.74148206
Jul-93,Guatemala,GUA,90,2018,45193,San Marcos,1,San Marcos,NA,NA, San Marcos,0,NA,flood,2018-0157,15.01935358,-91.93232156
Jul-93,Guatemala,GUA,90,2018,45194,Suchitepequez,1,Suchitepequez,NA,NA, Suchitepequez,0,NA,flood,2018-0157,14.40343665,-91.40865742
